Customer ID,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
5701-SVCWR,Offer E,Yes,32.95,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5701-YVSVF,Offer D,Yes,29.15,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,No,No,Yes
5701-ZIKJE,Offer D,Yes,33.95,No,Yes,DSL,59,No,No,No,Yes,No,No,Yes,Yes
5702-KVQRD,Offer A,Yes,28.21,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5702-SKUOB,None,Yes,29.14,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5707-ORNDZ,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes
5707-ZMDJP,None,Yes,31.69,No,Yes,DSL,16,Yes,Yes,No,Yes,Yes,No,No,Yes
5708-EVONK,None,Yes,3.65,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,No,Yes,Yes,Yes
5709-LVOEQ,None,Yes,31.09,No,Yes,DSL,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5712-AHQNN,None,Yes,26.55,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes
5712-PTIWW,Offer E,Yes,16.14,No,Yes,Fiber Optic,2,No,No,Yes,Yes,No,No,No,Yes
5712-VBOXD,Offer E,Yes,1.3,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5716-EZXZN,None,Yes,13.2,Yes,Yes,Fiber Optic,13,Yes,Yes,No,Yes,Yes,No,No,Yes
5716-LIBJC,Offer D,Yes,11.99,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5724-BIDBU,None,Yes,42.19,Yes,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes
5726-CVNYA,Offer E,Yes,17.09,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5727-MYATE,Offer A,Yes,20.63,Yes,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5729-KLZAR,Offer E,Yes,44.28,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,No
5730-DBDSI,Offer A,Yes,45.54,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5730-RIITO,None,No,0,No Info,Yes,DSL,18,Yes,Yes,No,No,No,No,No,No
5732-IKGQH,None,Yes,39,No,Yes,Fiber Optic,11,Yes,No,Yes,Yes,Yes,Yes,No,Yes
5734-EJKXG,Offer B,Yes,38.78,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5736-YEJAX,Offer A,Yes,26.45,Yes,Yes,DSL,46,Yes,Yes,Yes,Yes,Yes,No,No,No
5740-YHGTW,None,Yes,32.38,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes
5743-KHMNA,None,Yes,39.08,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5747-PMBSQ,None,Yes,11.12,No,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,No
5748-RNCJT,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5751-USDBL,None,Yes,45.95,No,Yes,Cable,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5753-QQWPW,Offer C,Yes,11.32,No,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,Yes
5756-JYOJT,None,Yes,5,No,Yes,Cable,23,No,No,Yes,Yes,No,Yes,Yes,Yes
5756-OZRIO,None,Yes,34.24,Yes,Yes,DSL,20,No,Yes,No,No,No,Yes,Yes,Yes
5759-RCVCB,Offer E,No,0,No Info,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes
5760-FXFVO,Offer E,Yes,29.52,No,Yes,Fiber Optic,28,Yes,Yes,No,No,No,No,No,Yes
5760-IFJOZ,None,Yes,47.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5760-WRAHC,Offer D,Yes,49.98,No,Yes,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes
5762-TJXGK,Offer B,No,0,No Info,Yes,DSL,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5766-FTRTS,Offer A,Yes,35.06,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5766-XQXMQ,None,Yes,1.02,No,Yes,DSL,19,Yes,Yes,Yes,No,No,Yes,Yes,Yes
5766-ZJYBB,None,Yes,3.14,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5774-QPLTF,None,Yes,26.98,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5774-XZTQC,Offer E,Yes,5.84,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5777-KJIRB,None,Yes,23.28,No,Yes,Cable,6,No,No,Yes,No,No,No,No,Yes
5777-ZPQNC,Offer D,Yes,26.67,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5778-BVOFB,Offer E,Yes,39.19,No,Yes,Cable,20,No,No,No,Yes,Yes,No,No,Yes
5780-INQIK,None,Yes,20.9,No,Yes,DSL,6,No,No,No,Yes,No,No,No,Yes
5781-BKHOP,Offer A,Yes,41.68,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,No,Yes,No,No,Yes
5781-RFZRP,None,Yes,34.39,Yes,Yes,DSL,5,Yes,Yes,No,Yes,Yes,No,No,Yes
5787-KXGIY,None,Yes,2.61,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5788-YPOEG,Offer C,Yes,9.09,No,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5789-LDFXO,Offer C,Yes,47.33,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5791-KAJFD,None,Yes,42.86,Yes,Yes,DSL,8,Yes,No,Yes,No,No,Yes,Yes,Yes
5792-JALQC,Offer B,Yes,34,Yes,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes
5793-YOLJN,Offer B,Yes,38.51,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5795-BKOYE,Offer A,Yes,14.48,No,Yes,DSL,19,No,Yes,Yes,Yes,No,No,No,Yes
5795-KTGUD,Offer A,Yes,46.7,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5797-APWZC,Offer E,Yes,31.68,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes
5799-JRCZO,None,Yes,24.32,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5802-ADBRC,Offer B,Yes,20.79,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5803-NQJZO,None,Yes,15.52,Yes,Yes,Cable,6,Yes,Yes,Yes,Yes,No,No,No,Yes
5804-HYIEZ,Offer A,Yes,40.28,Yes,Yes,Fiber Optic,13,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5804-JMYIO,Offer C,Yes,15.91,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5804-LEPIM,Offer E,Yes,13.17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes
5808-TOTXO,None,Yes,11.27,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5811-IWXYM,Offer B,Yes,44.79,Yes,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,Yes
5813-UECBU,None,Yes,38.53,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,No,No,No,Yes
5815-HGGHV,Offer D,Yes,33.78,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,No
5816-JMLGY,None,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5816-QVHRX,None,Yes,45.06,Yes,Yes,Fiber Optic,82,No,No,No,Yes,Yes,Yes,Yes,Yes
5816-SCGFC,None,Yes,11.01,No,Yes,Cable,18,No,Yes,No,No,No,No,No,Yes
5820-PTRYM,None,Yes,26.82,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,No,No,No,Yes
5821-MMEIL,None,Yes,44.86,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5825-XJOCM,None,Yes,26.24,Yes,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes
5827-MWCZK,Offer B,Yes,23.52,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,No,No,Yes
5828-AVIPD,None,Yes,5.93,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,Yes,Yes,Yes
5828-DWPIL,None,Yes,4.76,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,No,No,No,Yes
5829-NVSQN,None,Yes,31.39,No,Yes,DSL,29,Yes,No,Yes,Yes,No,Yes,Yes,Yes
5832-EXGTT,None,Yes,1.41,No,Yes,DSL,73,Yes,No,No,No,No,Yes,Yes,Yes
5832-TRLPB,None,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5832-XKAES,Offer E,Yes,37.72,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
5834-ASPWA,None,Yes,11.58,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes
5835-BEQEU,None,Yes,38.38,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No
5837-LXSDN,None,Yes,35.72,No,Yes,Cable,30,No,Yes,No,No,Yes,No,No,Yes
5839-SUYVZ,None,Yes,38.32,No,Yes,Fiber Optic,82,No,No,No,Yes,No,No,No,Yes
5840-NVDCG,None,Yes,20.12,No,Yes,Cable,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes
5842-POCOP,None,Yes,41.57,No,Yes,Cable,27,Yes,No,Yes,No,No,Yes,Yes,Yes
5843-TTHGI,None,Yes,17.33,No,Yes,DSL,69,No,No,Yes,No,No,No,No,No
5844-QVTAT,Offer C,Yes,8.79,No,Yes,Cable,27,Yes,Yes,Yes,No,No,No,No,Yes
5845-BZZIB,None,Yes,11.75,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5846-ABOBJ,None,Yes,33.61,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5846-NEQVZ,None,Yes,2.43,No,Yes,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes
5846-QFDFI,Offer C,Yes,11.01,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,No,No,Yes,Yes
5847-MXBEO,Offer D,Yes,10.36,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5848-FHRFC,Offer A,Yes,2.83,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5849-ASHZJ,None,Yes,17.3,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5850-BDWCY,Offer E,Yes,43.18,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5854-KSRBJ,Offer A,Yes,9.33,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5855-EIBDE,None,Yes,40.67,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5857-TYBCJ,Offer B,Yes,14.65,Yes,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes
5857-XRECV,None,Yes,31.01,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5858-EAFCZ,None,Yes,23.34,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes
5859-HZYLF,None,Yes,43.84,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5862-BRIXZ,Offer B,No,0,No Info,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5863-OOKCL,Offer D,Yes,41.04,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5868-CZJDR,Offer E,No,0,No Info,Yes,DSL,6,No,Yes,No,No,No,No,No,No
5868-YTYKS,Offer E,Yes,47.25,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5868-YWPDW,None,Yes,40.44,No,Yes,Fiber Optic,25,No,Yes,No,No,No,Yes,No,Yes
5871-DGTXZ,Offer C,Yes,41.52,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5872-OEQNH,Offer B,No,0,No Info,Yes,DSL,73,Yes,No,Yes,No,No,Yes,Yes,Yes
5875-YPQFJ,Offer E,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
5876-HZVZM,Offer E,Yes,14.51,No,Yes,Cable,20,Yes,Yes,No,No,No,No,No,No
5876-QMYLD,None,Yes,17.82,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5879-HMFFH,None,Yes,38.28,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5879-SESNB,Offer D,Yes,33.79,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes
5882-CMAZQ,None,No,0,No Info,Yes,DSL,19,No,Yes,No,Yes,No,No,No,Yes
5883-GTGVD,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes
5884-FBCTL,None,Yes,35.62,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5884-GCYMI,Offer E,Yes,38.53,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes
5886-VLQVU,None,Yes,24.83,Yes,Yes,Fiber Optic,51,No,No,No,Yes,No,Yes,Yes,No
5887-IKKYO,Offer B,Yes,5.01,Yes,Yes,Fiber Optic,23,No,No,Yes,Yes,No,Yes,Yes,Yes
5889-JTMUL,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No
5889-LFOLL,Offer D,Yes,35.96,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes
5893-KCLGT,None,Yes,15.21,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5893-PYOLZ,Offer B,Yes,49.36,No,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5895-QSXOD,None,Yes,48.25,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes
5896-NPFWW,None,Yes,13.54,No,Yes,Cable,51,No,No,Yes,No,No,No,No,Yes
5897-ZYEKH,None,Yes,11.91,Yes,Yes,Fiber Optic,10,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5898-IGSLP,Offer C,Yes,20.76,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,No,No,No,Yes
5899-MQZZL,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48,No,No,No,No,No,No,Yes,Yes
5899-OUVKV,None,Yes,45.92,No,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes
5902-WBLSE,None,Yes,26.85,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5906-BFOZT,None,Yes,8.02,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5906-CVLHP,None,Yes,42.04,No,Yes,Cable,26,No,Yes,No,Yes,No,No,No,Yes
5906-DVAPM,None,Yes,33.5,Yes,Yes,DSL,51,Yes,Yes,No,Yes,Yes,No,No,Yes
5908-QMGOE,None,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes
5909-ECHUI,None,Yes,26.14,No,Yes,DSL,22,No,No,No,No,No,Yes,Yes,Yes
5913-INRQV,None,Yes,26.49,No,Yes,Fiber Optic,18,Yes,No,No,Yes,Yes,No,No,Yes
5914-DVBWJ,None,Yes,2.36,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes
5914-GXMDA,None,Yes,45.26,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5914-XRFQB,None,Yes,43.12,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5915-ANOEI,None,Yes,39.35,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5915-DGNVC,Offer B,Yes,25.1,Yes,Yes,DSL,30,Yes,Yes,Yes,No,No,Yes,Yes,Yes
5916-QEWPT,Offer E,Yes,27.41,No,Yes,Cable,23,No,No,Yes,No,Yes,Yes,Yes,Yes
5917-HBSDW,None,Yes,2.68,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5917-RYRMG,None,Yes,25.89,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5918-VUKWP,Offer C,Yes,35.97,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5919-TMRGD,None,Yes,13.13,No,Yes,Fiber Optic,57,No,No,No,No,Yes,No,No,Yes
5919-VCZYM,None,Yes,40.28,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5921-NGYRH,Offer B,Yes,48.41,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes
5922-ABDVO,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No
5923-GXUOC,None,Yes,8.38,No,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5924-IFQTT,None,Yes,13.77,Yes,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes
5924-SNGKP,None,Yes,6.61,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5928-QLDHB,None,Yes,34.75,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes
5930-GBIWP,None,Yes,3.24,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5931-FLJJF,None,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes
5934-RMPOV,Offer D,Yes,33.73,Yes,Yes,Fiber Optic,19,No,No,No,No,No,Yes,Yes,Yes
5934-TSSAU,Offer D,Yes,48.73,No,Yes,Fiber Optic,75,No,No,Yes,No,No,No,No,Yes
5935-FCCNB,None,Yes,32.19,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes
5937-EORGB,None,Yes,22.83,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,No,No,Yes
5939-SXWHM,Offer B,Yes,20.73,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5939-XAIXZ,Offer D,Yes,36.88,Yes,Yes,DSL,27,No,No,Yes,No,No,No,No,Yes
5940-AHUHD,Offer E,Yes,44.59,No,Yes,Fiber Optic,41,No,No,No,No,No,No,No,Yes
5940-NFXKV,None,Yes,14.09,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No
5944-UGLLK,Offer B,No,0,No Info,Yes,Cable,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5945-AZYHT,Offer A,Yes,49.32,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5947-SGKCL,Offer D,Yes,4.19,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5948-UJZLF,None,Yes,40.75,No,Yes,DSL,71,No,Yes,No,No,No,No,No,Yes
5949-EBSQK,None,Yes,27.24,No,Yes,DSL,21,No,No,No,Yes,No,Yes,Yes,Yes
5949-HGVJL,None,Yes,23.31,No,Yes,DSL,20,No,Yes,No,Yes,Yes,Yes,Yes,No
5949-XIKAE,None,Yes,32.32,No,Yes,Cable,25,No,Yes,No,No,Yes,No,No,Yes
5950-AAAGJ,Offer D,Yes,2.26,Yes,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes
5951-AOFIH,None,Yes,45.72,No,Yes,Cable,51,No,Yes,Yes,No,Yes,No,Yes,No
5954-BDFSG,None,Yes,9.47,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,Yes,No
5955-EPOAZ,None,Yes,43.19,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5955-ERIHD,Offer D,Yes,31.49,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes
5956-VKDTT,Offer E,Yes,45.76,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes
5956-YHHRX,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No
5959-BELXA,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes
5960-MVTUK,Offer E,No,0,No Info,Yes,DSL,18,No,No,No,Yes,No,No,No,Yes
5960-WPXQM,None,Yes,31.34,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,Yes,Yes
5961-VUSRV,Offer D,Yes,16.72,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5965-GGPRW,Offer A,Yes,36.05,Yes,Yes,Fiber Optic,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5966-EMAZU,Offer B,Yes,4.01,Yes,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5968-HYJRZ,Offer B,Yes,15.68,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5968-VXZLG,None,Yes,1.87,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes
5968-XQIVE,Offer A,Yes,11.57,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes
5970-GHJAW,Offer B,Yes,26.12,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5973-EJGDP,Offer B,Yes,1.51,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,No,No,No,No
5975-BAICR,None,Yes,47.45,No,Yes,DSL,14,Yes,No,Yes,No,No,Yes,Yes,Yes
5976-JCJRH,Offer D,Yes,31.72,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes
5977-CKHON,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,53,No,No,Yes,No,No,Yes,Yes,Yes
5980-BDHPY,None,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5980-NOPLP,None,Yes,11.24,Yes,Yes,Fiber Optic,59,No,No,No,No,Yes,Yes,Yes,Yes
5981-ITEMU,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes
5981-ZVXOT,Offer C,Yes,10.73,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5982-FPVQN,None,Yes,41.03,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,Yes,Yes,Yes
5982-PSMKW,Offer D,Yes,27.97,Yes,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5982-XMDEX,Offer B,Yes,33.71,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5985-BEHZK,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,No,Yes
5985-TBABQ,Offer C,Yes,33.45,Yes,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes
5986-WWXDV,None,Yes,48.61,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5989-AXPUC,Offer A,Yes,1.29,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5989-OMNJE,None,No,0,No Info,Yes,DSL,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
5989-PGKJB,Offer D,Yes,22.3,No,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,Yes
5993-BQHEA,None,Yes,16.59,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5993-JSUWV,None,Yes,21.37,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes
5995-LFTLE,None,Yes,48.78,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5995-OIGLP,None,Yes,7.97,No,Yes,Cable,10,Yes,No,No,Yes,No,No,No,Yes
5995-SNNEW,None,Yes,45.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,No
5995-WWKKG,Offer C,Yes,30.17,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5996-DAOQL,Offer E,Yes,42.17,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
5996-EBTKM,Offer A,Yes,14.83,Yes,Yes,DSL,24,No,No,Yes,Yes,No,Yes,Yes,Yes
5996-NRVXR,None,Yes,15.15,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5997-OPVFA,Offer A,Yes,6.05,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5998-DZLYR,Offer B,Yes,25.14,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,No,Yes,Yes,Yes
5998-VVEJY,None,Yes,24.16,Yes,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes
5999-LCXAO,None,No,0,No Info,Yes,DSL,24,Yes,No,No,No,No,No,No,Yes
6000-APYLU,None,Yes,20.34,No,Yes,Fiber Optic,7,No,No,No,No,No,Yes,Yes,Yes
6000-UKLWI,None,Yes,36.76,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
6005-OBZPH,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes
6007-TCTST,None,Yes,12.29,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6008-NAIXK,None,No,0,No Info,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes
6010-DDPPW,Offer A,Yes,9.03,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
6013-BHCAW,None,Yes,32.96,Yes,Yes,DSL,41,No,No,Yes,Yes,Yes,Yes,Yes,Yes
6015-VVHHE,None,Yes,41.83,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes
6016-LVTJQ,None,Yes,9.66,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
6016-NXBNJ,None,Yes,7.74,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
6017-PPLPX,None,Yes,16.49,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes
6022-KOUQO,Offer E,No,0,No Info,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes
